uniqueID,UniqueLakeName,StudyID,Year,Month,Lat,Lon,LakeName,ChlValues,TP,TN,DOC,DO,LakeVolume,SurfaceArea,Depth.mean,Depth.max,Secchi,pH
newid007667,L3261,repo2,2001,,43.18083,-75.92639,Oneida Lake,0.0052,,,,,,,,,3.403571,8.241786
newid007668,L3261,repo2,2001,,43.22111,-76.04444,Oneida Lake,0.0065,,,,,,,,,,8.330952
newid007669,L3261,repo2,2002,,43.17833,-75.9475,Oneida Lake,0.0064,,,,,,,,,,8.546429
newid007670,L3261,repo2,2002,,43.18611,-75.77083,Oneida Lake,0.0054,,,,,,,,,3.342308,8.265
newid007671,L3261,repo2,2002,,43.19472,-75.85361,Oneida Lake,0.0051,,,,,,,,,3.622222,8.2896
newid007672,L3261,repo2,2002,,43.21028,-75.92278,Oneida Lake,0.0048,,,,,,,,,3.610345,8.267692
newid007673,L3261,repo2,2002,,43.18083,-75.92639,Oneida Lake,0.0081,,,,,,,,,3.69697,8.447857
newid007674,L3261,repo2,2002,,43.22111,-76.04444,Oneida Lake,0.0053,,,,,,,,,,8.3296
newid007675,L3261,repo2,2003,,43.17833,-75.9475,Oneida Lake,0.0053,,,,,,,,,,8.21
newid007676,L3261,repo2,2003,,43.18611,-75.77083,Oneida Lake,0.0066,,,,,,,,,3.50625,8.17625
newid007677,L3261,repo2,2003,,43.19472,-75.85361,Oneida Lake,0.0058,,,,,,,,,4.11875,8.175
newid007678,L3261,repo2,2003,,43.21028,-75.92278,Oneida Lake,0.0055,,,,,,,,,3.7628,8.1388
newid007679,L3261,repo2,2003,,43.18083,-75.92639,Oneida Lake,0.0065,,,,,,,,,3.896333,8.11871
newid007680,L3261,repo2,2003,,43.22111,-76.04444,Oneida Lake,0.0067,,,,,,,,,,8.183913
newid007681,L3261,repo2,2004,,43.17833,-75.9475,Oneida Lake,0.0071,,,,,,,,,,8.311111
newid007682,L3261,repo2,2004,,43.18611,-75.77083,Oneida Lake,0.0077,,,,,,,,,3.415385,8.331818
newid007683,L3261,repo2,2004,,43.19472,-75.85361,Oneida Lake,0.0086,,,,,,,,,3.443182,8.307222
newid007684,L3261,repo2,2004,,43.21028,-75.92278,Oneida Lake,0.0064,,,,,,,,,3.563846,8.259091
newid007685,L3261,repo2,2004,,43.18083,-75.92639,Oneida Lake,0.0067,,,,,,,,,3.204375,8.261786
newid007686,L3261,repo2,2004,,43.22111,-76.04444,Oneida Lake,0.0068,,,,,,,,,,8.254444
newid007687,L3261,repo2,2005,,43.17833,-75.9475,Oneida Lake,0.0038,,,,,,,,,,8.172083
newid007688,L3261,repo2,2005,,43.18611,-75.77083,Oneida Lake,0.004,,,,,,,,,3.888929,8.06875
newid007689,L3261,repo2,2005,,43.19472,-75.85361,Oneida Lake,0.0041,,,,,,,,,4.173929,8.0875
newid007690,L3261,repo2,2005,,43.21028,-75.92278,Oneida Lake,0.0039,,,,,,,,,4.1225,8.03125
newid007691,L3261,repo2,2005,,43.18083,-75.92639,Oneida Lake,0.0039,,,,,,,,,4.180588,8.013226
newid007692,L3261,repo2,2005,,43.22111,-76.04444,Oneida Lake,0.004,,,,,,,,,,8.1175
newid007693,L3261,repo2,2006,,43.17833,-75.9475,Oneida Lake,0.0118,,,,,,,,,,8.273125
newid007694,L3261,repo2,2006,,43.18611,-75.77083,Oneida Lake,0.0093,,,,,,,,,3.3944,8.127647
newid007695,L3261,repo2,2006,,43.19472,-75.85361,Oneida Lake,0.0071,,,,,,,,,3.098,8.102353
newid007696,L3261,repo2,2006,,43.21028,-75.92278,Oneida Lake,0.0079,,,,,,,,,2.8996,8.081176
newid007697,L3261,repo2,2006,,43.18083,-75.92639,Oneida Lake,0.0064,,,,,,,,,2.995517,8.073889
newid007698,L3261,repo2,2006,,43.22111,-76.04444,Oneida Lake,0.0068,,,,,,,,,,8.220625
newid007700,L3261,repo2,2007,,43.17833,-75.9475,Oneida Lake,0.0038,,,,,,,,,,8.161579
newid007701,L3261,repo2,2007,,43.18611,-75.77083,Oneida Lake,0.0053,,,,,,,,,3.6464,8.068
newid007702,L3261,repo2,2007,,43.19472,-75.85361,Oneida Lake,0.0042,,,,,,,,,3.630435,8.01913
newid007703,L3261,repo2,2007,,43.21028,-75.92278,Oneida Lake,0.006,,,,,,,,,3.59963,8.023333
newid007704,L3261,repo2,2007,,43.18083,-75.92639,Oneida Lake,0.0058,,,,,,,,,3.733871,8.082333
newid007705,L3261,repo2,2007,,43.22111,-76.04444,Oneida Lake,0.0044,,,,,,,,,3.451053,8.038421
newid007706,L3261,repo2,2008,,43.17833,-75.9475,Oneida Lake,0.0034,,,,,,,,,,8.1625
newid007707,L3261,repo2,2008,,43.18611,-75.77083,Oneida Lake,0.0052,,,,,,,,,3.983333,8.063704
newid007708,L3261,repo2,2008,,43.19472,-75.85361,Oneida Lake,0.0046,,,,,,,,,3.99037,8.06
newid007709,L3261,repo2,2008,,43.21028,-75.92278,Oneida Lake,0.0046,,,,,,,,,3.974074,8.032963
newid007710,L3261,repo2,2008,,43.18083,-75.92639,Oneida Lake,0.0038,,,,,,,,,4.344839,8.002903
newid007711,L3261,repo2,2008,,43.22111,-76.04444,Oneida Lake,0.0034,,,,,,,,,,8.1036
newid007712,L3261,repo2,2009,,43.17833,-75.9475,Oneida Lake,0.0023,,,,,,,,,,8.094
newid007713,L3261,repo2,2009,,43.18611,-75.77083,Oneida Lake,0.004,,,,,,,,,3.621111,8.187407
newid007714,L3261,repo2,2009,,43.19472,-75.85361,Oneida Lake,0.0047,,,,,,,,,3.745556,8.198519
newid007715,L3261,repo2,2009,,43.21028,-75.92278,Oneida Lake,0.0038,,,,,,,,,3.7696,8.16
newid007716,L3261,repo2,2009,,43.18083,-75.92639,Oneida Lake,0.0052,,,,,,,,,3.849355,8.130625
newid007717,L3261,repo2,2009,,43.22111,-76.04444,Oneida Lake,0.0047,,,,,,,,,,8.272
newid007718,L3261,repo2,2010,,43.18611,-75.77083,Oneida Lake,0.0028,,,,,,,,,4.738696,8.643913
newid007719,L3261,repo2,2010,,43.19472,-75.85361,Oneida Lake,0.0011,,,,,,,,,5.545,8.11
newid007720,L3261,repo2,2010,,43.21028,-75.92278,Oneida Lake,0.0029,,,,,,,,,4.195714,8.557619
newid007721,L3261,repo2,2010,,43.18083,-75.92639,Oneida Lake,0.0026,,,,,,,,,4.525429,8.491714
newid007722,L3261,repo2,2010,,43.22111,-76.04444,Oneida Lake,0.0028,,,,,,,,,,8.6795
newid007723,L3261,repo2,2011,,43.18611,-75.77083,Oneida Lake,0.0068,,,,,,,,,3.115294,8.355
newid007724,L3261,repo2,2011,,43.21028,-75.92278,Oneida Lake,0.0049,,,,,,,,,3.384444,8.272941
newid007725,L3261,repo2,2011,,43.18083,-75.92639,Oneida Lake,0.0031,,,,,,,,,3.800256,8.274737
newid007726,L3261,repo2,2011,,43.22111,-76.04444,Oneida Lake,0.0018,,,,,,,,,3.635385,8.323077
newid007727,L3261,repo2,2012,,43.18611,-75.77083,Oneida Lake,0.0041,,,,,,,,,3.928571,8.058095
newid007728,L3261,repo2,2012,,43.21028,-75.92278,Oneida Lake,0.0031,,,,,,,,,4.279524,7.976667
newid007729,L3261,repo2,2012,,43.18083,-75.92639,Oneida Lake,0.002,,,,,,,,,6.111538,7.990513
newid007730,L3261,repo2,2012,,43.22111,-76.04444,Oneida Lake,0.0033,,,,,,,,,,8.085263
newid007731,L3261,repo2,2013,,43.18611,-75.77083,Oneida Lake,0.0038,,,,,,,,,2.450769,8.095385
newid007732,L3261,repo2,2013,,43.21028,-75.92278,Oneida Lake,0.0028,,,,,,,,,2.917895,8.100526
newid007733,L3261,repo2,2013,,43.18083,-75.92639,Oneida Lake,0.0022,,,,,,,,,3.940556,8.110833
newid007734,L3261,repo2,2013,,43.22111,-76.04444,Oneida Lake,0.0038,,,,,,,,,2.5275,8.239167
newid007735,L3261,repo2,2014,,43.18611,-75.77083,Oneida Lake,0.0042,,,,,,,,,3.091667,7.9225
newid007736,L3261,repo2,2014,,43.21028,-75.92278,Oneida Lake,0.0053,,,,,,,,,3.28375,7.91
newid007737,L3261,repo2,2014,,43.18083,-75.92639,Oneida Lake,0.0036,,,,,,,,,3.593103,7.875625
newid007738,L3261,repo2,2014,,43.22111,-76.04444,Oneida Lake,0.0033,,,,,,,,,3.444545,7.911818
newid007739,L3261,repo2,2015,,43.18611,-75.77083,Oneida Lake,0.0071,,,,,,,,,2.585333,8.224
newid007740,L3261,repo2,2015,,43.21028,-75.92278,Oneida Lake,0.0025,,,,,,,,,3.075556,8.154545
newid007741,L3261,repo2,2015,,43.18083,-75.92639,Oneida Lake,0.002,,,,,,,,,4.189394,8.1
newid007742,L3261,repo2,2015,,43.22111,-76.04444,Oneida Lake,0.0028,,,,,,,,,3.26625,8.261
newid007743,L3261,repo2,2016,,43.18611,-75.77083,Oneida Lake,0.0039,,,,,,,,,3.594706,8.28
newid007744,L3261,repo2,2016,,43.21028,-75.92278,Oneida Lake,0.004,,,,,,,,,3.724545,8.16
newid007745,L3261,repo2,2016,,43.18083,-75.92639,Oneida Lake,0.0025,,,,,,,,,4.876,8.14697
newid007746,L3261,repo2,2016,,43.22111,-76.04444,Oneida Lake,0.0036,,,,,,,,,,8.33
newid007747,L3261,repo2,2017,,43.18611,-75.77083,Oneida Lake,0.0052,,,,,,,,,2.758824,8.028667
newid007748,L3261,repo2,2017,,43.21028,-75.92278,Oneida Lake,0.0038,,,,,,,,,2.996316,8.000588
newid007749,L3261,repo2,2017,,43.18083,-75.92639,Oneida Lake,0.0035,,,,,,,,,3.702727,8.024074
newid007750,L3261,repo2,2017,,43.22111,-76.04444,Oneida Lake,0.004,,,,,,,,,3.253846,8.145455
newid007751,L3261,repo2,2018,,43.19558,-75.90866,Oneida Lake,0.0073,,,,,,,,,,8.220416
newid007752,L3261,repo2,2018,,43.18083,-75.92639,Oneida Lake,6.00E-04,,,,,,,,,,
newid006099,L2165,repo3,1985,,41.382,-75.292,PA.Lacawac,0.0032,0.009,,,,,0.214,5,13,2.9,
newid006112,L2176,repo3,1985,,41.376,-75.093,PA.Giles,0.0013,0.0035,,,,,0.481,10.6,24,7,
newid006113,L2177,repo3,1985,,41.379,-71.69,RI.Watchaug,0.0042,0.014,,,,,2.326,,13.1,2.7,
newid006122,L2184,repo3,1985,,41.391,-71.662,RI.DeepCharlestown,0.004,0.017,,,,,0.067,,10,4.8,
newid006124,L2186,repo3,1985,,41.395,-71.665,RI.SchoolhouseLower,0.0016,0.013,,,,,0.194,,8.5,4.9,
newid006137,L2197,repo3,1980,,41.414,-75.24,PA.Wallenpaupack,0.016,0.018,,,,,23.07,,16,2,
newid006139,L2199,repo3,1985,,41.415,-71.546,RI.White,9.00E-04,0.008,,,,,0.016,,13.6,8.3,
newid006187,L2243,repo3,1985,,41.5,-71.543,RI.HundredAcre,0.0108,0.02,,,,,0.345,,11.6,1.9,
newid006195,L2251,repo3,1985,,41.511,-71.572,RI.Yawgoo,0.0087,0.04,,,,,0.587,,10,2.7,
newid006419,L2450,repo3,1985,,41.766,-74.157,NY.Mohonk,0.0021,0.025,,,,,0.069,6.5,18,6.4,
newid006527,L2539,repo3,1985,,41.893,-71.511,RI.Georgiaville,0.0035,0.014,,,,,0.397,,7,3.4,
newid006722,L2707,repo3,1985,,42.217,-79.445,NY.NorthChautauqua,0.0201,0.05,,,,,28.56,7.6,22.9,3.5,
newid006723,L2707,repo3,1985,,42.133,-79.365,NY.SouthChautauqua,0.0423,0.065,,,,,24.68,3.4,5.8,1.5,
newid007174,L3072,repo3,1985,,42.739,-72.153,NH.LAURELLAKE.LAUFITD,0.0036,0.0061,,,,,0.627,6.1,13.4,5.8,
newid007180,L3076,repo3,1985,,42.75,-77.517,NY.Honeoye,0.0299,0.0621,,,,,7.17,4.9,9.1,3.1,
newid007189,L3085,repo3,1985,,42.77,-72.065,NH.PEARLYLAKE.PEARIND,0.013,0.0302,,,,,0.576,2,3.4,1.2,
newid007190,L3086,repo3,1985,,42.77,-71.302,NH.ROCKPOND.ROCWIND,0.0042,0.0086,,,,,0.14,3,8.2,4.9,
newid007206,L3099,repo3,1985,,42.789,-71.294,NH.COBBETTSPOND.COBWINSD,0.0047,0.01,,,,,1.395,5.2,19.2,3.9,
newid007209,L3102,repo3,1985,,42.796,-72.366,NH.FORESTLAKE.FORWCHD,0.0085,0.0117,,,,,0.352,4.7,9.8,3.3,
newid007220,L3113,repo3,1985,,42.814,-75.007,NY.CanadaragoLake,0.0043,0.011,,,,,7.6,10.1,13,3.9,
newid007233,L3126,repo3,1985,,42.846,-72.303,NH.SWANZEYLAKE.SWASWAD,0.0035,0.0067,,,,,0.474,6.9,16.2,4.6,
newid007238,L3131,repo3,1985,,42.86,-72.055,NH.THORNDIKEPOND.THOJAFD,0.0043,0.0087,,,,,1.072,3.4,7,3.7,
newid007242,L3135,repo3,1985,,42.866,-71.211,NH.ISLANDPOND.ISLDERD,0.0052,0.0107,,,,,2.015,4.5,24.3,4,
newid007263,L3153,repo3,1985,,42.917,-72.44,NH.SPOFFORDLAKE.SPOCHED,0.0021,0.0062,,,,,2.86,9.1,19.5,8.5,
newid007272,L3161,repo3,1985,,42.928,-71.478,NH.SEBBINSPOND.SEBBEDD,0.0197,0.0163,,,,,0.08,3.4,7,2.7,
newid007282,L3171,repo3,1985,,42.949,-72.099,NH.HARRISVILLEPOND.HARHARD,0.0057,0.0071,,,,,0.486,4.7,12.5,4,
newid007293,L3179,repo3,1985,,42.986,-72.058,NH.NUBANUSITLAKE.NUBNELD,0.0013,0.0049,,,,,2.894,11.5,30.2,10.1,
newid007417,L3190,repo3,1985,,43.021,-72.141,NH.GRANITELAKE.GRASTDD,0.0013,0.0045,,,,,0.922,9.8,28.9,8.7,
newid007440,L3203,repo3,1985,,43.056,-71.185,NH.GOVERNORSLAKE.GOVRAYD,0.009,0.0221,,,,,0.211,1.9,3,1.8,
newid007441,L3204,repo3,1985,,43.057,-71.844,NH.DEERINGRESERVOIR.DEEDRGD,0.0033,0.0072,,,,,1.276,3.5,11.3,5.9,
newid007456,L3208,repo3,1985,,43.064,-72.128,NH.CENTERPOND.CENSTDD,0.0067,0.0094,,,,,0.344,3.9,8.5,3.1,
newid007458,L3210,repo3,1985,,43.069,-72.087,NH.ISLANDPOND.ISLSTDVLAPD,0.0061,0.0114,,,,,0.639,2.4,4.5,3,
newid007464,L3216,repo3,1985,,43.087,-71.138,NH.PAWTUCKAWAYLAKE.PAWNOTND,0.0052,0.0132,,,,,3.642,2.9,15.2,3.3,
newid007485,L3224,repo3,1985,,43.126,-72.081,NH.HIGHLANDLAKE.HIGSTDND,0.0054,0.0115,,,,,2.881,2.4,9.1,2.7,
newid007504,L3241,repo3,1985,,43.15,-72.149,NH.ASHUELOTPOND.ASHWASD,0.005,0.0114,,,,,1.212,1.8,7,3.2,
newid007561,L3261,repo3,1980,,43.2,-75.9,NY.Oneida,0.008,0.0273,,,,,207,6.8,16.8,2.9,
newid007753,L3262,repo3,1985,,43.184,-72.167,NH.SANDPOND.SANMLWD,0.002,0.0056,,,,,0.644,6.2,18.3,8.4,
newid007754,L3263,repo3,1985,,43.184,-72.155,NH.LONGPOND.LONLEMD,0.0017,0.0043,,,,,0.486,4.8,20.3,8.8,
newid007760,L3269,repo3,1985,,43.192,-71.262,NH.PLEASANTLAKE.PLEDEED,0.003,0.0055,,,,,1.997,7,19.8,6.3,
newid007940,L3291,repo3,1985,,43.243,-71.913,NH.MASSASECUMLAKE.MASBRAD,0.0032,0.0067,,,,,1.626,3.9,15.2,5.1,
newid007943,L3294,repo3,1985,,43.251,-71.755,NH.TOMPOND.TOMWRND,0.0106,0.0108,,,,,0.128,2.5,4.1,2.8,
newid007947,L3298,repo3,1985,,43.256,-71.043,NH.AYERSPOND.AYEBARD,0.0035,0.0081,,,,,0.921,4.4,9.1,4.9,
newid007956,L3307,repo3,1985,,43.28,-71.968,NH.TODDLAKE.TODNBYD,0.0044,0.0122,,,,,0.681,2.2,6.1,2.8,
newid007971,L3311,repo3,1985,,43.288,-71.937,NH.BLAISDELLLAKE.BLASUTD,0.0037,0.0068,,,,,0.641,5.4,13.1,5.5,
newid007981,L3320,repo3,1985,,43.319,-72.108,NH.RANDPOND.RANGOSD,0.0032,0.0088,,,,,0.157,3.4,8.2,4.1,
newid007983,L3322,repo3,1985,,43.325,-71.497,NH.CLOUGHPOND.CLOLOUD,0.0066,0.009,,,,,0.185,,18.2,4.6,
newid007986,L3324,repo3,1985,,43.327,-71.043,NH.BAXTERLAKE.BAXFARD,0.0047,0.0129,,,,,1.193,2.1,4.6,2.7,
newid007989,L3328,repo3,1985,,43.338,-71.803,NH.TUCKERPOND.TUCSBYD,0.0042,0.0109,,,,,0.229,2,6.7,3.9,
newid007992,L3331,repo3,1985,,43.343,-72.078,NH.MOUNTAINVIEWLAKE.MOUSUND,0.0044,0.0125,,,,,42.4,4.1,6.7,3.3,
newid007996,L3335,repo3,1985,,43.348,-72.01,NH.CHALKPOND.CHANBYD,0.0037,0.0079,,,,,0.085,2,3.6,3.2,
newid008004,L3343,repo3,1985,,43.361,-71.95,NH.KEZARLAKE.KEZSUTD,0.0061,0.0138,,,,,0.735,2.7,8.2,2.8,
newid008014,L3353,repo3,1985,,43.375,-71.272,NH.LOWERSUNCOOKPOND.SUNLBRND,0.0035,0.0108,,,,,0.993,2.9,4.9,3.3,
newid008027,L3364,repo3,1985,,43.391,-71.288,NH.UPPERSUNCOOKPOND.SUNUBRND,0.0032,0.011,,,,,1.403,5.6,13.1,3.6,
newid008028,L3365,repo3,1985,,43.391,-71.228,NH.HALFMOONLAKE.HALALTD,0.004,0.0095,,,,,1.024,4.4,8.2,3.8,
newid008029,L3366,repo3,1985,,43.392,-72.062,NH.LSPA.Sunapee,0.0017,0.005,,,,,16.6,10,33.7,8.5,
newid008038,L3375,repo3,1985,,43.41,-72.117,NH.PERKINSPOND.PERSUND,0.0066,0.011,,,,,0.635,1.4,2.7,2.4,
newid008043,L3378,repo3,1985,,43.416,-71.911,NH.CHASEPOND.CHAWLMD,0.005,0.0105,,,,,0.158,1.9,3.4,2.8,
newid008046,L3381,repo3,1980,,43.433,-73.691,NY.LakeGeorge,0.0015,0.0049,,,,,110,21.3,60,8.9,
newid008047,L3382,repo3,1985,,43.433,-72.057,NH.OTTERPOND.OTTSUND,0.0034,0.0096,,,,,0.749,4,7.6,3.7,
newid008053,L3388,repo3,1985,,43.443,-71.311,NH.CRYSTALLAKE.CRYGLMD,0.0042,0.009,,,,,1.784,5,16.2,4.8,
newid008054,L3389,repo3,1985,,43.446,-72.145,NH.ROCKYBOUNDPOND.ROCCROD,0.0028,0.0079,,,,,0.261,4.5,9.1,5.1,
newid008060,L3395,repo3,1985,,43.455,-72.023,NH.DUTCHMANPOND.DUTSPRD,0.0016,0.01,,,,,0.113,1.9,3,2.5,
newid008066,L3401,repo3,1985,,43.458,-71.759,NH.HIGHLANDLAKE.HIGANDD,0.0039,0.0081,,,,,0.854,5,13.4,4.4,
newid008075,L3408,repo3,1985,,43.467,-71.683,NH.WEBSTERLAKE.WEBFRKD,0.0042,0.0121,,,,,2.478,5.5,11.8,4.1,
newid008079,L3411,repo3,1985,,43.481,-71.303,NH.HILLSPOND.HILALTD,0.0068,0.009,,,,,0.557,5.5,12.8,3.4,
newid008082,L3414,repo3,1985,,43.483,-72.11,NH.STOCKERPOND.STOGTMD,0.0056,0.0095,,,,,0.257,2.7,5.8,2.5,
newid008085,L3417,repo3,1985,,43.489,-72.042,NH.KOLELEMOOKLAKE.KOLSPRD,0.0024,0.0071,,,,,0.4,4.1,6.7,5.1,
newid008100,L3432,repo3,1980,,43.507,-70.859,ME.MousamLake.3838,0.0037,0.0078,,,,,3.974,5.2,29.9,6.5,
newid008105,L3437,repo3,1985,,43.521,-72.116,NH.EASTMANPOND.EASGTMD,0.0063,0.0092,,,,,1.356,3,9.2,3.2,
newid008108,L3440,repo3,1980,,43.524,-74.815,NY.ADK.HonnedagaLake,3.00E-04,0.0019,,,,,3.31,15.3,57.9,16.5,
newid008110,L3442,repo3,1985,,43.541,-71.505,NH.LAKEWINNISQUAM.WINPLACD,0.0022,0.0064,,,,,17.257,15.2,53,7.8,
newid008123,L3452,repo3,1980,,43.557,-70.886,ME.SquarePond.3916,0.0026,0.0091,,,,,3.549,6.1,13.4,6.4,
newid008124,L3453,repo3,1985,,43.558,-70.938,ME.WilsonLake.3920,0.0031,0.0076,,,,,1.246,5.2,13.4,5.8,
newid008362,L3456,repo3,1985,,43.562,-71.165,NH.RUSTPOND.RUSWOLD,0.0031,0.0077,,,,,0.85,7.4,12.2,5,
newid008373,L3466,repo3,1980,,43.602,-74.937,NY.ADK.FirstBisbyLake,6.00E-04,0.0034,,,,,0.623,11.6,30.8,9,
newid008377,L3470,repo3,1985,,43.609,-74.939,NY.ADK.LowerSylvanPond,0.0037,0.0074,,,,,0.065,2.5,4.6,4,
newid008379,L3472,repo3,1975,,43.611,-70.699,ME.LittleOssipeeLake.5024,0.002,0.006,,,,,2.254,6.4,22.6,7.4,
newid008390,L3482,repo3,1985,,43.629,-71.028,NH.PINERIVERPOND.PINWAKD,0.0036,0.0071,,,,,2.404,3.7,16.8,5.2,
newid008405,L3496,repo3,1985,,43.664,-72.034,NH.CANAANSTREETLAKE.CANCAND,0.0027,0.0073,,,,,1.226,3.4,6.7,4.6,
newid008411,L3502,repo3,1985,,43.675,-71.567,NH.LAKEWINONA.WINNWHD,0.0043,0.007,,,,,0.625,6.6,14.6,5.4,
newid008416,L3507,repo3,1980,,43.68,-74.922,NY.ADK.PantherLake,0.002,0.007,,,,,0.174,4.1,7,4.7,
newid008418,L3509,repo3,1980,,43.692,-74.925,NY.ADK.LittleMooseLake,0.0013,0.0047,,,,,2.715,15,39.3,7.3,
newid008419,L3510,repo3,1985,,43.694,-70.993,NH.PROVINCELAKE.PROEFFD,0.0038,0.0155,,,,,4.104,2.8,4.9,2.5,
newid008420,L3511,repo3,1980,,43.695,-74.896,NY.ADK.EastLake,0.0038,0.0076,,,,,0.134,4.8,11.6,3,
newid008426,L3517,repo3,1985,,43.718,-71.558,NH.WHITEOAKPOND.WHIHOLD,0.0049,0.009,,,,,1.178,4,10.7,3.5,
newid008460,L3549,repo3,1985,,43.774,-70.685,ME.HornePond.3408,0.0031,0.0054,,,,,0.563,6.7,17.7,6.2,
newid008461,L3550,repo3,1985,,43.774,-70.357,ME.HighlandLake.3734,0.0032,0.0104,,,,,2.59,5.8,20.4,5.1,
newid008471,L3560,repo3,1985,,43.795,-71.755,NH.LOONLAKE.LOOPLYD,0.0033,0.009,,,,,0.453,3.9,8.8,3.9,
newid008474,L3563,repo3,1985,,43.797,-71.081,NH.LEAVITTBAY.LEAOSSD,0.0024,0.0069,,,,,0.713,3.4,12.8,4.5,
newid008481,L3569,repo3,1985,,43.804,-71.101,NH.BROADBAY.BROOSSD,0.0027,0.0076,,,,,1.877,8.3,22.3,4.6,
newid008530,L3615,repo3,1985,,43.868,-71.799,NH.STINSONLAKE.STIRUMD,0.0016,0.0049,,,,,1.416,10.6,23.5,7.2,
newid008531,L3616,repo3,1985,,43.87,-69.781,ME.SewallPond.9943,0.0313,0.0515,,,,,0.186,2.7,3.4,1.6,
newid008533,L3618,repo3,1980,,43.872,-70.419,ME.LittleSebagoLake.3714,0.0035,0.0084,,,,,8.13,4.9,15.8,5.5,
newid008548,L3630,repo3,1985,,43.892,-69.632,ME.AdamsPond.5366,0.0072,0.0167,,,,,0.316,3.7,6.7,4.2,
newid008561,L3643,repo3,1985,,43.921,-70.507,ME.ThomasPond.3392,0.0031,0.0079,,,,,2.157,6.7,19.5,6.3,
newid008571,L3651,repo3,1985,,43.928,-70.465,ME.PantherPond.3694,0.0027,0.0072,,,,,5.734,7.9,20.7,6.9,
newid008576,L3655,repo3,1985,,43.931,-70.658,ME.ColdRainPond.3376,0.0043,0.0136,,,,,0.146,3.4,11,4.8,
newid008605,L3660,repo3,1980,,43.94,-70.746,ME.HancockPond.3132,0.0031,0.0079,,,,,3.08,5.2,18,7.2,
newid008606,L3660,repo3,1985,,43.954,-70.767,ME.Sand(Walden)Pond.3130,0.0036,0.0094,,,,,1.004,3.7,13.4,6.2,
newid008607,L3661,repo3,1980,,43.94,-70.608,ME.TrickyPond.3382,0.0016,0.0072,,,,,1.275,10.1,17.4,10.1,
newid008610,L3663,repo3,1985,,43.944,-71.693,NH.HubbardBrook.Mirror,0.002,0.005,,,,,0.15,5.8,11,5.5,
newid008611,L3664,repo3,1980,,43.945,-70.688,ME.PeabodyPond.3374,0.0027,0.007,,,,,2.995,9.8,19.5,7.3,
newid008619,L3671,repo3,1985,,43.953,-69.774,ME.NequassettLake.5222,0.0039,0.0156,,,,,1.882,9.1,19.2,3.9,
newid008624,L3675,repo3,1985,,43.958,-71.969,NH.ARMINGTONLAKE.ARMPIED,0.0021,0.0054,,,,,0.576,3.7,9.7,6,
newid008633,L3681,repo3,1985,,43.966,-70.686,ME.Ingalls(Foster's)Pond.3188,0.0022,0.0072,,,,,0.603,5.2,8.5,6.9,
newid008638,L3685,repo3,1985,,43.968,-74.869,NY.ADK.RockLake,0.0012,0.003,,,,,0.769,,6.1,4.6,
newid008639,L3686,repo3,1985,,43.969,-70.427,ME.RaymondPond.3690,0.0039,0.0077,,,,,1.392,4.3,12.8,6.1,
newid008644,L3690,repo3,1985,,43.975,-70.458,ME.Crescent(Rattlesnake)Lake.3696,0.0027,0.0073,,,,,2.845,5.2,16.5,6.4,
newid008645,L3691,repo3,1985,,43.978,-70.354,ME.SabbathdayLake.3700,0.0041,0.0083,,,,,1.384,7.3,20.7,6.5,
newid008659,L3704,repo3,1985,,43.995,-70.712,ME.AdamsPond.3396,0.0025,0.0176,,,,,0.174,6.1,15.5,7.2,
newid008669,L3711,repo3,1985,,44.001,-70.857,ME.LongPond.3084,0.0027,0.0079,,,,,0.178,2.4,5.8,5.3,
newid008671,L3712,repo3,1985,,44.003,-69.479,ME.BiscayPond.5710,0.0044,0.0091,,,,,1.546,11.9,18.6,5,
newid008673,L3714,repo3,1975,,44.005,-70.399,ME.UpperRangePond.3688,0.004,0.0075,,,,,1.445,6.1,11.6,6.3,
newid008678,L3719,repo3,1980,,44.06,-69.453,ME.PemaquidPond.5704,0.0043,0.0106,,,,,6.22,6.1,18.6,4.6,
newid008682,L3723,repo3,1985,,44.022,-70.677,ME.OtterPond.3458,0.0047,0.0138,,,,,0.364,3,6.4,3.5,
newid008690,L3730,repo3,1985,,44.027,-70.379,ME.MiddleRangePond.3762,0.004,0.0079,,,,,1.546,8.8,20.1,6.2,
newid008692,L3731,repo3,1980,,44.037,-70.522,ME.PleasantLake.3446,0.0022,0.005,,,,,5.39,8.8,18.9,8.5,
newid008697,L3734,repo3,1980,,44.033,-70.736,ME.WoodsPond.3456,0.0032,0.0088,,,,,1.87,4.6,8.8,4.8,
newid008701,L3737,repo3,1980,,44.037,-70.655,ME.LongLake.5780,0.0029,0.0071,,,,,21.428,7,18,6.1,
newid008704,L3740,repo3,1980,,44.042,-70.796,ME.MoosePond.3134,0.003,0.0069,,,,,6.868,6.7,21.3,6.4,
newid008713,L3748,repo3,1980,,44.052,-70.433,ME.TrippPond.3758,0.0059,0.0093,,,,,2.974,3.4,10.7,4.6,
newid008723,L3757,repo3,1985,,44.066,-70.772,ME.BeaverPond.5582,0.0047,0.0143,,,,,0.279,3.4,10.7,5.1,
newid008726,L3759,repo3,1980,,44.069,-70.49,ME.ThompsonLake(TheHeath).3444,0.0029,0.0049,,,,,17.883,10.7,36.9,8.8,
newid008730,L3763,repo3,1980,,44.08,-70.738,ME.HighlandLake.3454,0.003,0.009,,,,,5.399,5.5,15.2,6.7,
